title	journal_name	year	issue	author	keywords	summary	pdf_filename	article_url
银行综合业务系统储蓄子系统的性能优化	计算机系统应用	1998	1998年12期	【作者】 汪红莲 ； 【机构】 中国建设银行南通市分行!226006 ；	综合业务系统 ； 二级分行 ； 性能优化 ； 磁盘空间 ； 综合网 ； 成本优化 ； 金融业务 ； 笔数 ； 结息 ； 支撑软件 ；	前言近年来，随着建设银行业务的迅速发展，综合业务网络系统的数据量不断增加，97年建设银行总行又提出了二级分行会计、储蓄帐务集中管理的要求，进入系统的网点数日益增多。所有这些都加重了综合业务网络系统的压力，系统运行效率问题逐渐成为能否真正实现二级分行数据集中存放、适应业务不断发展需要的一个关键性的技术问题，本文作者结合两次参加系统优化开发的实践，就如何在不增加硬件投资的情况下，从系统和软件两个方面总结了对储蓄子系统的优化方法，并举例作了详细分析。一、系统简介目前江苏省建设银行推广使用的综合业务网络系统为总行推广的湖北版本，早在1995年7月，省分行就集中技术力量将其中的储蓄子系统移植到美国思群计	1998年12期_银行综合业务系统储蓄子系统的性能优化.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812000&dbname=CJFD9498
覆盖中原的河南省建行综合业务系统	计算机系统应用	1998	1998年12期	【作者】 蒋伟 ； 【机构】 中国建设银行三门峡分行!411201 ；	综合业务系统 ； 营业柜台 ； 建设银行 ； 应用系统 ； 主机系统 ； 电子化建设 ； 总体效率 ； 综合网 ； 优化改造 ； 中间件 ；	从全国金融电子化建设的大环境中去考察，河南省建行的综合网工程具有若干创新的贡献。具体分析可认为该综合网有三大特点，是建设银行其他兄弟省市所没有的：一是引入了交易管理中间件，二是优化了应用系统，王是实现了主机的机群结构。一、关于主机的机群结构为保证主机系统的高可靠性，金融计算机系统几乎都采用了双生机方案。但事实上这种双生机方案绝大多数都是传统的主从备份方式（Standby），即一台主机作为作业机，处理业务数据，而另一台作为后备机，正常情况下只完成监测任务，检查作业主机的运行状态，没有进行业务处理，一旦作业机发生故障，后备机再接管作业机上的工作。这种方式有明显的不足之处：第一，主机资源浪费，始终有	1998年12期_覆盖中原的河南省建行综合业务系统.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812001&dbname=CJFD9498
金融办公自动化网络方案与实施	计算机系统应用	1998	1998年12期	【作者】 曲效利 ； 康东 ； 【机构】 人民银行山东省分行科技处!250001 ；	办公自动化网络 ； 办公自动化软件 ； 互连设备 ； 远程访问 ； 分布式查询 ； 文档管理 ； 协议软件 ； 分布式数据库 ； 服务系统 ； 异构数据库 ；	为了改变以往单机运行、数据分散的局面，提高工作效率，实现信息共享，我们在山东省人民银行系统组建了办公自动化网络系统，并开发了金融办公自动化软件，本文将对系统的设计特点及应用作简要介绍。一、网络结构整个系统可分为局域网环境与广域网环境。系统的局域网环境由服务器、微机工作站、局域网互连设备等组成，我们在省行和所有分支行都建有局域网；系统的广域网环境由广域网互连设备、广域服务系统等组成。1．局域网结构为了保证网络性能和支持本来多媒体应用，对局域网的建设我们采用了全交换网络方案。通过中心交换机实现整个网络的高速交换。交换式以太网技术可以提供10M甚至100M的速度到桌面，所使用的连接介质（多为UTP5	1998年12期_金融办公自动化网络方案与实施.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812002&dbname=CJFD9498
信用合作银行综合业务处理系统	计算机系统应用	1998	1998年12期	【作者】 施进发 ； 蒋志强 ； 宗思生 ； 孙建华 ； 马幼鸣 ； 王新定 ； 杨卫星 ； 尹浦 ； 【机构】 郑州航空工业管理学院!450052 ； 清华大学精仪系!100084 ； 河南桐柏县信用合作联合社!474750 ；	业务处理系统 ； 储蓄业务 ； 子系统设计 ； 业务子系统 ； 结息 ； 凭证管理 ； 处理网络 ； 资金周转 ； 核算质量 ； 功能菜单 ；	引言随着国内经济体制改革的进一步深入，原国有银行正在向商业银行转轨，显然建立先进的金融企业综合业务网络系统，是商业银行在剧烈的市场竞争中立于不败之地的必由之路。研究“信用合作银行综合业务处理网络系统”的目的，是为了改变面向农村的金融业以传统手工方式处理银行各种业务的落后局面，从而逐步改变传统的社会支付方式和消费习惯、提高银行业务处理的准确性和核算质量动D速银行的资金周转、扩大业务范围和提高工作效率，以实现良好的社会效益和经济效益。一、总体方案设计1．设计目标与原则设计目标就是要建立一个先进的综合业务处理计算机网络应用系统。具体而言，就是要建立一个适合信用合作银行实际需要的结构开放、性能优越的局	1998年12期_信用合作银行综合业务处理系统.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812003&dbname=CJFD9498
Java程序设计中的数据交换和通信技术	计算机系统应用	1998	1998年12期	【作者】 杨少波 ； 【机构】 中国科学院计算技术研究所!100080 ；	Java程序 ； 数据交换 ； 程序通信 ；	本交通过实例介绍实现Java语言程序设计中的数据交换和通信技术的几种方法，并给出具体实现的关键部分程序代码。	1998年12期_Java程序设计中的数据交换和通信技术.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812004&dbname=CJFD9498
多服务电话增值服务系统的设计	计算机系统应用	1998	1998年12期	【作者】 黄友能 ； 傅秋良 ； 高翠菊 ； 【机构】 北方交通大学信息科学研究所!100044 ； 山西省阳泉供电局生技股!000000 ；	服务系统 ； 子系统设计 ； 服务电话 ； 主体框架 ； 电话线路 ； 综合查询 ； VisualBasic ； 语音卡 ； 软件接口 ； DELPHI ；	本文着重阐述了多服务电话增值服务系统的设计方法和主体框架，同时还提供了该多服务系统中各单服务子系统设计的详细内容。	1998年12期_多服务电话增值服务系统的设计.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812005&dbname=CJFD9498
利用DLL来增强VB的通信功能	计算机系统应用	1998	1998年12期	【作者】 龚平 ； 李书明 ； 林川 ； 邓宏均 ； 【机构】 湖北大学计算机科学系!430062 ；	动态链接库（DLL） ； VB ； 串行口通信 ；	本交通过对DLL的运行机制和串行四通信的硬件控制原理的分析，提出了一种利用DLL来增强VB的通信功能的方法。	1998年12期_利用DLL来增强VB的通信功能.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812006&dbname=CJFD9498
DLSW技术在银行网络中的应用	计算机系统应用	1998	1998年12期	【作者】 王宇伟 ； 孙庆生 ； 【机构】 甘肃省工商银行计算中心!730030 ；	DLSW ； SNA ； TCP/IP ； 路由器 ；	如何高效可靠的进行SBA与TCP/IP等不同协议网络互连，是银行网络建设所面临的主要问题，而DLSW+技术则是解决这些问题的主要方法之一。本文探讨了DLSW技术的原理及其在银行网络中的应用，并给出了实现方法及具体应用实例。	1998年12期_DLSW技术在银行网络中的应用.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812007&dbname=CJFD9498
工程图纸文档管理系统研究	计算机系统应用	1998	1998年12期	【作者】 曾慧娥 ； 周庆忠 ； 【机构】 重庆钢铁高等专科学校!400053 ； 重庆后勤工程学院!400016 ；	图纸 ； 文档 ； 对象 ； 媒体 ； 数据库 ；	本文分析工程图纸文档管理状况，确定图档管理对象，建立囹档数据组织和图档处理模型，论述工程图纸文档管理系统结构、功能和关键技术，阐明应用计算机技术对工程图纸文档实现管理自动化的必要性和可行性。	1998年12期_工程图纸文档管理系统研究.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812008&dbname=CJFD9498
基于Java技术的Web环境下分布式数据库互操作性的实现	计算机系统应用	1998	1998年12期	【作者】 李炽明 ； 莫倩 ； 徐明 ； 【机构】 长沙国防科技大学并行与分布处理实验室!410073 ；	RMI ； JDBC ； WWW ； 分布式数据库互操作性 ；	本文首先简要介绍了Java技术中JDBC和RMI机制的工作原理，讨论了如何应用JDBC实现在Web环境下对异种数据库进行透明访问，如何采用RMI机制消除Java对Applet程序的安全性限制，实现Web环境下分布式数据库的互操作，最后给出了一个我们基于Java技术设计和实现的Web环境下N层Client／Server结构分布式数据库应用系统的模型。	1998年12期_基于Java技术的Web环境下分布式数据库互操作性的实现.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812009&dbname=CJFD9498
浅析数据仓库技术及其实现	计算机系统应用	1998	1998年12期	【作者】 胡光正 ； 【机构】 北方交通大学自动化系统研究所!100044 ；	数据仓库 ； 数据集市 ；	本文在简要论述数据仓库技术产生背景的基础上，对数据仓库技术进行了介绍，并分析了实现这一技术的方案，希望对将要建立数据仓库的企业有所借鉴，使数据仓库能够为企业提高经济效益起到良好的促进作用。	1998年12期_浅析数据仓库技术及其实现.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812010&dbname=CJFD9498
应用分层技术实现下拉式菜单	计算机系统应用	1998	1998年12期	【作者】 林炜 ； 李梅 ； 【机构】 北方交通大学计算机系!100044 ；	动态HTML ； 层标记 ； JavaScript ；	本文介绍了动态HTML的核心技术-分层的原理及控制方法，并给出了运用分层技术实现下拉式菜单的实例。	1998年12期_应用分层技术实现下拉式菜单.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812011&dbname=CJFD9498
在Lotus Notes中访问关系型数据库	计算机系统应用	1998	1998年12期	【作者】 余轶军 ； 陈根才 ； 【机构】 杭州大学计算机系!310001 ；	群件 ； NotesPump ； LSX ； ODBC ；	本文就LotusNotes应用中访问关系型数据库数据的方法进行了探讨，对ODBC和NotesPump这两种实现Notes与企业管理信息系统进行信息共享的方法作了分析及比较。	1998年12期_在Lotus+Notes中访问关系型数据库.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812012&dbname=CJFD9498
定制Visual C++应用程序工具条技术	计算机系统应用	1998	1998年12期	【作者】 杨少波 ； 【机构】 中国科学院计算技术研究所!100080 ；	VisualC++ ； 应用程序工具条 ； 定制 ；	本文通过实例着重介绍在VisualC＋＋5．0版应用程序中定制工具条的技术实现，以编制出命令交互丰富的Windows应用程序。	1998年12期_定制Visual+C++应用程序工具条技术.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XTYY199812013&dbname=CJFD9498
