71	探讨在网络信息时代下软件工程技术的发展	刘鹏	电子测试	2016-07-15	期刊	2	15	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WDZC201614051&DbName=CJFDLAST2016&DbCode=CJFQ
72	软件工程方法在软件开发中的应用研究	章荣丽	电子测试	2016-06-14 11:20	期刊		52	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WDZC201611041&DbName=CJFDLAST2016&DbCode=CJFQ
73	电子技术与软件工程		电子技术与软件工程	2016-07-15	期刊		4	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201614217&DbName=CJFDLAST2016&DbCode=CJFQ
74	电子技术与软件工程		电子技术与软件工程	2016-07-01	期刊		11	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZRU201613215&DbName=CJFDLAST2016&DbCode=CJFQ
75	《软件工程 功能规模测量 FiSMA1.1方法》标准研制与应用	苏圣杰	信息技术与标准化	2016-07-10	期刊		5	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=DZBZ201607017&DbName=CJFDLAST2016&DbCode=CJFQ
76	基于MOOC/SPOC的软件工程课程建设与翻转课堂的研究与实践（英文）	张爽	计算机教育	2016-08-10	期刊		92	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJS201608003&DbName=CJFDLAST2016&DbCode=CJFQ
77	软件工程专业物联网及嵌入式系统方向教学研究（英文）	Ce Zhang	计算机教育	2016-08-10	期刊		25	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJS201608004&DbName=CJFDLAST2016&DbCode=CJFQ
78	软件工程学科不同类型研究生的培养模式探析（英文）	Yili Li	计算机教育	2016-08-10	期刊		13	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJS201608005&DbName=CJFDLAST2016&DbCode=CJFQ
79	以国际竞赛带动软件工程课程创新（英文）	郝培锋	计算机教育	2016-08-10	期刊		18	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=JYJS201608008&DbName=CJFDLAST2016&DbCode=CJFQ
80	民办高校应用型软件工程专业课程体系研究与实践—以郑州升达经贸管理学院为例	张娟	无线互联科技	2016-08-10	期刊		10	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail/detail.aspx?recid=&FileName=WXHK201615040&DbName=CJFDLAST2016&DbCode=CJFQ
