title	journal_name	year	issue	author	keywords	summary	pdf_filename	article_url
应用GB5199汉字库芯片设计KTV包间点歌器汉字显示终端	计算机时代	1995	1995年06期	【作者】 龚成龙 ； 刘永强 ； 鱼瑞文 ； 【机构】 淮海工学院 ；	汉字终端 ； 汉字库 ； 信息压缩 ； KTV包间 ；	本文详述了应用ＧＢ５１９９Ａ汉字库芯片构成汉字显示终端的硬件结构原理及汉字提取方法，同时给出一种多机系统汉字信息压缩传输方法。	1995年06期_应用GB5199汉字库芯片设计KTV包间点歌器汉字显示终端.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.000&dbname=CJFD9498
Monarch－1000型全自动生化分析仪升级的研究	计算机时代	1995	1995年06期	【作者】 莫利明 ； 【机构】 杭州市第一人民医院 ；	生化分析仪 ； 时间优先模式 ； 硬件数字逻辑仿真 ；	本文介绍从硬件仿真着手，实现在Ｍｏｎａｒｃｈ－１０００型全自动生化分析仪上开发运行Ｍｏｎａｒｃｈ－２０００型系统软件，使其具有ＴＩＭＥＯＰＴＩＮＩＳＥＤ时间优先模式，提高效率１００％。	1995年06期_Monarch－1000型全自动生化分析仪升级的研究.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.001&dbname=CJFD9498
C语言直接读取FOXBASE的DBF文件	计算机时代	1995	1995年06期	【作者】 叶新明 ； 【机构】 杭州应用工程技术学院 ；	C语言 ； DBF ； FOXBASE ； 数据存储结构 ； 数据交换 ； 小数位 ； 直接选取 ； 图形输出 ； 数据区 ； 数据类型 ；	本文对ＦＯＸＢＡＳＥ的ＤＢＦ文件数据存储结构作了详尽的分析，并用ＴＵＲＢＯＣ实现对其数据的读取。	1995年06期_C语言直接读取FOXBASE的DBF文件.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.002&dbname=CJFD9498
多用户Foxbase＋错误陷井的应用实例浅析	计算机时代	1995	1995年06期	【作者】 张亚明 ； 【机构】 辽宁税务高等专科学校 ；	错误陷井 ； 共享文件 ； 独占访问 ； 访问冲突 ； 出错处理 ；	本文总结了多用户Ｆｏｘｂａｓｅ＋数据库系统中错误陷井的使用经验，给出一组在多用户数据库系统中解决文件访问冲突及保护系统出错现场信息的例程．	1995年06期_多用户Foxbase＋错误陷井的应用实例浅析.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.003&dbname=CJFD9498
多机仿真系统研究	计算机时代	1995	1995年06期	【作者】 孙华樵 ； 陈波 ；	仿真系统 ； 多机系统 ； 仿真程序 ； 并行算法 ； 数字仿真 ； 印制板 ； 控制系统 ； 并行处理 ； 仿真算法 ； 传递函数 ；	多机仿真系统研究孙华樵，陈波本文从多机系统的结构、并行算法和仿真程序的组次通信织等方面，阐述了如何对控制系统进行数字仿真问题。一、多机仿真系统的结构该多机系统建议设计在一块印制板上，有一台主机和三台从机，分别有本地内存，可独立工作，如图一所Ｒ。图一多...	1995年06期_多机仿真系统研究.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.004&dbname=CJFD9498
如何扩充目标代码文件功能	计算机时代	1995	1995年06期	【作者】 王向阳 ； 杨红颖 ； 【机构】 吉林工业大学 ； 本溪师范专科学校 ；	EXE文件 ； COM文件 ； 直接扩充 ； 源程序扩充 ； 增加程序段 ； 扩充点 ；	本文通过对目标代码文件结构的分析，提出了一种新型的目标代码文件功能扩充方法──源程序扩充方法，该方法很好地解决了扩充目标代码文件功能过程中常遇到的增加程序存放位置和增加程序的调试问题．	1995年06期_如何扩充目标代码文件功能.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.005&dbname=CJFD9498
MS—DOS 6的倍容工具DoubleSpace实现原理	计算机时代	1995	1995年06期	【作者】 庞其祥 ； 【机构】 北京邮电大学 ；	压缩工具 ； DOS 6 ； DoubleSpace ； MS ； 文件分配表 ； 逻辑驱动器 ； 北京邮电大学 ； 磁盘文件 ； 初始化参数 ； 位图文件 ；	ＭＳ—ＤＯＳ ６的倍容工具ＤｏｕｂｌｅＳｐａｃｅ实现原理北京邮电大学庞其祥ＭＳ—ＤＯＳ６的一个最突出的特征是提供了磁盘压缩工具ＤｏｕｂｌｅＳｐａｃｅ，用以扩大磁盘容量。运行实践表明，ＤｅｕｂｌｅＳｐａｃｅ是有效的，对于一般的磁盘文件系统可以扩大１．５?..	1995年06期_MS—DOS+6的倍容工具DoubleSpace实现原理.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.006&dbname=CJFD9498
16色PCX文件的编码	计算机时代	1995	1995年06期	【作者】 曾剑平 ； 【机构】 福州大学计算机系９４研 ；	PCX文件 ； 编码 ； 图象 ；	本文分析了ＰＣＸ文件的格式及其数据与显示卡的对应关系，并给出了任意大小的１６色图象保存为ＰＣＸ文件的编码方法．	1995年06期_16色PCX文件的编码.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.007&dbname=CJFD9498
多媒体计算机采用的若干技术	计算机时代	1995	1995年06期	【作者】 徐国立 ； 任秋雁 ；	视频图像 ； 多媒体计算机 ； 媒体控制接口 ； 驱动程序 ； 数字视频 ； 徐国 ； 多媒体功能 ； 解压缩 ； 视频帧 ； 交互操作 ；	多媒体计算机采用的若干技术潜艇学院徐国立，任秋雁一、前言多媒体（Ｍｕｌｔｉｍｅｄｉａ）技术是一种把文字（ｔｅｘｔ）、图形（ｇｒａＰｈｉＣｓ）、图像（ｉｍＣｇｇＳ）、视频图像（ｙｉｄｓ）、动画（ａｎｉｍａｔｉｏｎ）和声音（ｓｏｕｎｄ）等运载信息的媒体结...	1995年06期_多媒体计算机采用的若干技术.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.008&dbname=CJFD9498
Paradox数据库管理系统的一些基本技术	计算机时代	1995	1995年06期	【作者】 朱世平 ； 【机构】 中国矿业大学 ；	数据库管理系统 ； Paradox ； 图形显示 ； 数据库应用系统 ； 查询技术 ； 检索条件 ； 数据库文件 ； 中国矿业大学 ； 文件管理系统 ； 用户界面 ；	Ｐａｒａｄｏｘ数据库管理系统的一些基本技术中国矿业大学朱世平在微机数据库管理系统软件当中，由美国Ｂｏｒｌａｎｄ公司推出的Ｐａｒａｄｏｘ数据库管理系统还比较陌生，但这一产品却在美国多次获奖，在欧、美等国十分流行，是一个技术先进、性能卓越的ＤＢＭＳ。与其...	1995年06期_Paradox数据库管理系统的一些基本技术.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.009&dbname=CJFD9498
PLC的公式法编程	计算机时代	1995	1995年06期	【作者】 柳樑 ； 虞国秋 ； 【机构】 浙江电力职工大学 ； 浙江省计算所 ；	公式法 ； PLC ； 专用计算机 ； 职工大学 ； 浙江电力 ； 虞国 ； 状态转换 ； 梯形图语言 ； 控制对象 ； 顺序控制 ；	ＰＬＣ的公式法编程浙江电力职工大学柳浙江省计算所虞国秋可编程序控制器（ＰＬＣ）作为一种在工业现场可通过编程以实现控制要求的专用计算机系统，正越来越广泛地应用于众多行业、众多设备。但作为ＰＬＣ用户，最初碰到的难题是：如何针对控制对象的动作要求，编制出相...	1995年06期_PLC的公式法编程.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.010&dbname=CJFD9498
Borland　C＋＋2．0排序函数QSORT（）的用法	计算机时代	1995	1995年06期	【作者】 王永吉 ； 邹德 ； 【机构】 大庆石油管理局钻井研究所 ；	快速排序算法 ； QSORT ； 指针变量 ； Borland ； 类型转换 ； 大庆石油管理局 ； 王永吉 ； 返回值 ； 参考手册 ； 可执行文件 ；	ＢｏｒｌａｎｄＣ ＋＋ ２．０排序函数ＱＳＯＲＴ（）的用法大庆石油管理局钻井研究所王永吉，邹德　ＢｏｒｌａｎｄＣ＋＋２．０版中，排序函数ＱＳＯＲＴ（）彻底实现了“中树遍历”的快速排序算法，速度非常快．自己编的排序函数是无法与之相比的。但是，在Ｂｏｒ?..	1995年06期_Borland　C＋＋2．0排序函数QSORT（）的用法.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJS506.011&dbname=CJFD9498
